,tweetText,pos_count,neg_count,sentiment
1835,invited join us gather online worship pray continue teaching series jesus sunday youtube facebook,0,1,Negative
1836,teaching free online dance class moms moms living croydon next monday collaboration myoutspace sign wegotyoumom allaboutmoms mom momclass dance danceclass wellbeing croydon,3,1,Positive
1837,interested joining creative industries virtual open day great chance hear courses industryexpert teaching staff register link exclusive content via website,2,3,Negative
1838,think perfect analogy personal experiences online teaching like think occasional signal lighthouse comes though,2,2,Neutral
1839,friends seen lots great study guides students years anyone seen really good online study guide help students make effective use online teaching thanks,4,3,Positive
1840,term plan top set next topic teaching tue get head round fantastic padlet desmos online cpd resources shared ncetmsecondary hub leads forum afternoon good job not go anywhere amazingly understanding family,7,4,Positive
1841,innovative teaching exploring contemporary social issues find studying us online open evenings nov postgraduate courses nov bsc criminology criminal justice criminology certhe,1,8,Negative
1842,lewissslks true currently teaching online hardly ever camera quite sad really,0,4,Negative
1843,portsmouthuni launching msc cybercrime online course feb teaching criminological sociological aspects needed preserve cyber security tackle cybercrime find information,1,2,Negative
1844,teaching online class less hour still room improv comedy theatre film findthefunnytogether,1,2,Negative
1845,start new year taking memoir project seriously lilydunnwriter teaching sellout online course creative nonfiction compelling memoir jan reading writing assignments amp feedback hone work writingcommunity,3,5,Negative
1846,uobre umaymahteaches missdelaneyre missplayllre misskooner missolszewska misspalmerre missamjadre missbwellre missyafai self isolation allowed experience online teaching,2,6,Negative
1847,finished days backtoback virtual tutorials lovely chat geognorthampton students lots positive feedback online delivery looking forward teaching classroom soon,3,3,Neutral
1848,top law school reassures students following backlash online teaching,4,3,Positive
1849,ianhabs nickcorston shame could not join trying join since finished teaching going give video shared online afterwards,0,5,Negative
1850,janelubchenco thenasem yes could wait ideas crawled pandemiconline teaching nightmare time sink going get ideas men laundry,1,6,Negative
1851,bunked picket line go long walk started panicking teaching following week made one class teaching went online,1,8,Negative
1852,huge thank students cccupoliticsir come together make online teaching blended learning masked campus lectures work term making nervous making absolute pleasure students lovemyjob academictwitter acadmic,5,7,Negative
1853,excited announce book brand new digital open days featuring live online discussion teaching staff intro things urdang places limited book soon book,3,4,Negative
1854,andrewrwhite juliabradbury great bought rode procaster online teaching impressive mic price like budget,4,2,Positive
1855,today final day teaching online derbyunisportex thanks everyone opportunity guidance amp support last years helped onto next steps shusparc monday miss kedleston rd amp everyone,5,2,Positive
1856,tuesday november join us online find undergraduate performance courses opportunity interact teaching staff meet course students ask questions book,1,3,Negative
